OBJECTID *,Symbol,Description,Symbol_Description,FGDCPageNumber,AzimuthMeasurementConvention,PointOfObservation,FGDC_Symbols_ID,created_user,created_date,last_edited_user,last_edited_date
248,02.10.07,Detachment fault (sense of slip unspecified) (1st option)—Identity and existence are certain. Location is concealed. Hachures are on the upper plate.,02.10.07 Detachment fault (sense of slip unspecified) (1st option)—Identity and existence are certain. Location is concealed. Hachures are on the upper plate.,A-2-9,not applicable,not applicable,FGDC0248,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
249,02.10.08,Detachment fault (sense of slip unspecified) (1st option)—Identity or existence are questionable. Location is concealed. Hachures are on the upper plate.,02.10.08 Detachment fault (sense of slip unspecified) (1st option)—Identity or existence are questionable. Location is concealed. Hachures are on the upper plate.,A-2-9,not applicable,not applicable,FGDC0249,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
250,02.10.09,Detachment fault (sense of slip unspecified) (2nd option)—Identity and existence are certain. Location is accurate. Boxes on upper plate.,02.10.09 Detachment fault (sense of slip unspecified) (2nd option)—Identity and existence are certain. Location is accurate. Boxes on upper plate.,A-2-9,not applicable,not applicable,FGDC0250,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
251,02.10.10,Detachment fault (sense of slip unspecified) (2nd option)—Identity or existence are questionable. Location is accurate. Boxes on upper plate.,02.10.10 Detachment fault (sense of slip unspecified) (2nd option)—Identity or existence are questionable. Location is accurate. Boxes on upper plate.,A-2-9,not applicable,not applicable,FGDC0251,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
252,02.10.11,Detachment fault (sense of slip unspecified) (2nd option)—Identity and existence are certain. Location is approximate. Boxes on upper plate.,02.10.11 Detachment fault (sense of slip unspecified) (2nd option)—Identity and existence are certain. Location is approximate. Boxes on upper plate.,A-2-9,not applicable,not applicable,FGDC0252,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
253,02.10.12,Detachment fault (sense of slip unspecified) (2nd option)—Identity or existence are questionable. Location is approximate. Boxes on upper plate.,02.10.12 Detachment fault (sense of slip unspecified) (2nd option)—Identity or existence are questionable. Location is approximate. Boxes on upper plate.,A-2-9,not applicable,not applicable,FGDC0253,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
254,02.10.13,Detachment fault (sense of slip unspecified) (2nd option)—Identity and existence are certain. Location is inferred. Boxes on upper plate.,02.10.13 Detachment fault (sense of slip unspecified) (2nd option)—Identity and existence are certain. Location is inferred. Boxes on upper plate.,A-2-9,not applicable,not applicable,FGDC0254,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
255,02.10.14,Detachment fault (sense of slip unspecified) (2nd option)—Identity or existence are questionable. Location is inferred. Boxes on upper plate.,02.10.14 Detachment fault (sense of slip unspecified) (2nd option)—Identity or existence are questionable. Location is inferred. Boxes on upper plate.,A-2-9,not applicable,not applicable,FGDC0255,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
256,02.10.15,Detachment fault (sense of slip unspecified) (2nd option)—Identity and existence are certain. Location is concealed. Boxes on upper plate.,02.10.15 Detachment fault (sense of slip unspecified) (2nd option)—Identity and existence are certain. Location is concealed. Boxes on upper plate.,A-2-9,not applicable,not applicable,FGDC0256,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
257,02.10.16,Detachment fault (sense of slip unspecified) (2nd option)—Identity or existence are questionable. Location is concealed. Boxes on upper plate.,02.10.16 Detachment fault (sense of slip unspecified) (2nd option)—Identity or existence are questionable. Location is concealed. Boxes on upper plate.,A-2-9,not applicable,not applicable,FGDC0257,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
258,02.10.17,Detachment fault (sense of slip unspecified) (3rd option)—Identity and existence are certain. Location is accurate. Boxes on upper plate.,02.10.17 Detachment fault (sense of slip unspecified) (3rd option)—Identity and existence are certain. Location is accurate. Boxes on upper plate.,A-2-9,not applicable,not applicable,FGDC0258,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
259,02.10.18,Detachment fault (sense of slip unspecified) (3rd option)—Identity or existence are questionable. Location is accurate. Boxes on upper plate.,02.10.18 Detachment fault (sense of slip unspecified) (3rd option)—Identity or existence are questionable. Location is accurate. Boxes on upper plate.,A-2-9,not applicable,not applicable,FGDC0259,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
260,02.10.19,Detachment fault (sense of slip unspecified) (3rd option)—Identity and existence are certain. Location is approximate. Boxes on upper plate.,02.10.19 Detachment fault (sense of slip unspecified) (3rd option)—Identity and existence are certain. Location is approximate. Boxes on upper plate.,A-2-9,not applicable,not applicable,FGDC0260,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
261,02.10.20,Detachment fault (sense of slip unspecified) (3rd option)—Identity or existence are questionable. Location is approximate. Boxes on upper plate.,02.10.20 Detachment fault (sense of slip unspecified) (3rd option)—Identity or existence are questionable. Location is approximate. Boxes on upper plate.,A-2-9,not applicable,not applicable,FGDC0261,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
262,02.10.21,Detachment fault (sense of slip unspecified) (3rd option)—Identity and existence are certain. Location is inferred. Boxes on upper plate.,02.10.21 Detachment fault (sense of slip unspecified) (3rd option)—Identity and existence are certain. Location is inferred. Boxes on upper plate.,A-2-9,not applicable,not applicable,FGDC0262,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
263,02.10.22,Detachment fault (sense of slip unspecified) (3rd option)—Identity or existence are questionable. Location is inferred. Boxes on upper plate.,02.10.22 Detachment fault (sense of slip unspecified) (3rd option)—Identity or existence are questionable. Location is inferred. Boxes on upper plate.,A-2-9,not applicable,not applicable,FGDC0263,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
264,02.10.23,Detachment fault (sense of slip unspecified) (3rd option)—Identity and existence are certain. Location is concealed. Boxes on upper plate.,02.10.23 Detachment fault (sense of slip unspecified) (3rd option)—Identity and existence are certain. Location is concealed. Boxes on upper plate.,A-2-9,not applicable,not applicable,FGDC0264,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
265,02.10.24,Detachment fault (sense of slip unspecified) (3rd option)—Identity or existence are questionable. Location is concealed. Boxes on upper plate.,02.10.24 Detachment fault (sense of slip unspecified) (3rd option)—Identity or existence are questionable. Location is concealed. Boxes on upper plate.,A-2-9,not applicable,not applicable,FGDC0265,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
266,02.10.25,Master detachment fault (sense of slip unspecified)—Identity and existence are certain. Location is accurate. Hachures on upper plate.,02.10.25 Master detachment fault (sense of slip unspecified)—Identity and existence are certain. Location is accurate. Hachures on upper plate.,A-2-10,not applicable,not applicable,FGDC0266,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
267,02.10.26,Master detachment fault (sense of slip unspecified)—Identity or existence are questionable. Location is accurate. Hachures on upper plate.,02.10.26 Master detachment fault (sense of slip unspecified)—Identity or existence are questionable. Location is accurate. Hachures on upper plate.,A-2-10,not applicable,not applicable,FGDC0267,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
268,02.10.27,Master detachment fault (sense of slip unspecified)—Identity and existence are certain. Location is approximate. Hachures on upper plate.,02.10.27 Master detachment fault (sense of slip unspecified)—Identity and existence are certain. Location is approximate. Hachures on upper plate.,A-2-10,not applicable,not applicable,FGDC0268,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
269,02.10.28,Master detachment fault (sense of slip unspecified)—Identity or existence are questionable. Location is approximate. Hachures on upper plate.,02.10.28 Master detachment fault (sense of slip unspecified)—Identity or existence are questionable. Location is approximate. Hachures on upper plate.,A-2-10,not applicable,not applicable,FGDC0269,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
270,02.10.29,Master detachment fault (sense of slip unspecified)—Identity and existence are certain. Location is inferred. Hachures on upper plate.,02.10.29 Master detachment fault (sense of slip unspecified)—Identity and existence are certain. Location is inferred. Hachures on upper plate.,A-2-10,not applicable,not applicable,FGDC0270,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
271,02.10.30,Master detachment fault (sense of slip unspecified)—Identity or existence are questionable. Location is inferred. Hachures on upper plate.,02.10.30 Master detachment fault (sense of slip unspecified)—Identity or existence are questionable. Location is inferred. Hachures on upper plate.,A-2-10,not applicable,not applicable,FGDC0271,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
272,02.10.31,Master detachment fault (sense of slip unspecified)—Identity and existence are certain. Location is concealed. Hachures on upper plate.,02.10.31 Master detachment fault (sense of slip unspecified)—Identity and existence are certain. Location is concealed. Hachures on upper plate.,A-2-10,not applicable,not applicable,FGDC0272,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
273,02.10.32,Master detachment fault (sense of slip unspecified)—Identity or existence are questionable. Location is concealed. Hachures on upper plate.,02.10.32 Master detachment fault (sense of slip unspecified)—Identity or existence are questionable. Location is concealed. Hachures on upper plate.,A-2-10,not applicable,not applicable,FGDC0273,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
274,02.10.33,Listric fault at head of detachment fault (sense of slip unspecified)—Identity and existence are certain. Location is accurate. Ticks on upper plate.,02.10.33 Listric fault at head of detachment fault (sense of slip unspecified)—Identity and existence are certain. Location is accurate. Ticks on upper plate.,A-2-10,not applicable,not applicable,FGDC0274,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
275,02.10.34,Listric fault at head of detachment fault (sense of slip unspecified)—Identity or existence are questionable. Location is accurate. Ticks on upper plate.,02.10.34 Listric fault at head of detachment fault (sense of slip unspecified)—Identity or existence are questionable. Location is accurate. Ticks on upper plate.,A-2-10,not applicable,not applicable,FGDC0275,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
276,02.10.35,Listric fault at head of detachment fault (sense of slip unspecified)—Identity and existence are certain. Location is approximate. Ticks on upper plate.,02.10.35 Listric fault at head of detachment fault (sense of slip unspecified)—Identity and existence are certain. Location is approximate. Ticks on upper plate.,A-2-10,not applicable,not applicable,FGDC0276,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
277,02.10.36,Listric fault at head of detachment fault (sense of slip unspecified)—Identity or existence are questionable. Location is approximate. Ticks on upper plate.,02.10.36 Listric fault at head of detachment fault (sense of slip unspecified)—Identity or existence are questionable. Location is approximate. Ticks on upper plate.,A-2-10,not applicable,not applicable,FGDC0277,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
278,02.10.37,Listric fault at head of detachment fault (sense of slip unspecified)—Identity and existence are certain. Location is inferred. Ticks on upper plate.,02.10.37 Listric fault at head of detachment fault (sense of slip unspecified)—Identity and existence are certain. Location is inferred. Ticks on upper plate.,A-2-10,not applicable,not applicable,FGDC0278,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
279,02.10.38,Listric fault at head of detachment fault (sense of slip unspecified)—Identity or existence are questionable. Location is inferred. Ticks on upper plate.,02.10.38 Listric fault at head of detachment fault (sense of slip unspecified)—Identity or existence are questionable. Location is inferred. Ticks on upper plate.,A-2-10,not applicable,not applicable,FGDC0279,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
280,02.10.39,Listric fault at head of detachment fault (sense of slip unspecified)—Identity and existence are certain. Location is concealed. Ticks on upper plate.,02.10.39 Listric fault at head of detachment fault (sense of slip unspecified)—Identity and existence are certain. Location is concealed. Ticks on upper plate.,A-2-10,not applicable,not applicable,FGDC0280,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
